word	polarity
unintelligible	-1.01
unintelligile	-0.91
unipolar	-0.41
unjust	-0.21
unjustifiable	-0.91
unjustifiably	-0.91
unjustified	-0.71
unjustly	-0.41
unkind	-0.21
unkindly	-0.41
unknown	-0.31
unlamentable	-0.81
unlamentably	-0.81
unlawful	-0.41
unlawfully	-0.61
unlawfulness	-0.81
unleash	-0.31
unlicensed	-0.61
unlikely	-0.41
unlucky	-0.31
unmoved	-0.31
unnatural	-0.51
unnaturally	-0.71
unnecessary	-0.71
unneeded	-0.41
unnerve	-0.31
unnerved	-0.41
unnerving	-0.51
unnervingly	-0.71
unnoticed	-0.51
unobserved	-0.61
unorthodox	-0.61
unorthodoxy	-0.71
unpleasant	-0.61
unpleasantries	-1.01
unpopular	-0.51
unpredictable	-0.91
unprepared	-0.61
unproductive	-0.81
unprofitable	-0.81
unprove	-0.31
unproved	-0.41
unproven	-0.41
unproves	-0.41
unproving	-0.51
unqualified	-0.71
unravel	-0.31
unraveled	-0.51
unreachable	-0.71
unreadable	-0.61
unrealistic	-0.71
unreasonable	-0.81
unreasonably	-0.81
unrelenting	-0.71
unrelentingly	-0.91
unreliability	-0.91
unreliable	-0.61
unresolved	-0.61
unresponsive	-0.81
unrest	-0.21
unruly	-0.21
unsafe	-0.21
unsatisfactory	-1.01
unsavory	-0.41
unscrupulous	-0.81
unscrupulously	-1.01
unsecure	-0.41
unseemly	-0.41
unsettle	-0.41
unsettled	-0.51
unsettling	-0.61
unsettlingly	-0.81
unskilled	-0.51
unsophisticated	-1.11
unsound	-0.31
unspeakable	-0.71
unspeakablely	-0.91
unspecified	-0.71
unstable	-0.41
unsteadily	-0.61
unsteadiness	-0.81
unsteady	-0.41
unsuccessful	-0.81
unsuccessfully	-1.01
unsupported	-0.71
unsupportive	-0.81
unsure	-0.21
unsuspecting	-0.81
unsustainable	-0.91
untenable	-0.51
untested	-0.41
unthinkable	-0.71
unthinkably	-0.71
untimely	-0.41
untouched	-0.51
untrue	-0.21
untrustworthy	-0.91
untruthful	-0.61
unusable	-0.41
unusably	-0.41
unuseable	-0.51
unuseably	-0.51
unusual	-0.31
unusually	-0.51
unviewable	-0.61
unwanted	-0.41
unwarranted	-0.71
unwatchable	-0.71
unwelcome	-0.51
unwell	-0.21
unwieldy	-0.41
unwilling	-0.51
unwillingly	-0.71
unwillingness	-0.91
unwise	-0.21
unwisely	-0.41
unworkable	-0.61
unworthy	-0.41
unyielding	-0.61
upbraid	-0.31
upheaval	-0.41
uprising	-0.41
uproar	-0.21
uproarious	-0.61
uproariously	-0.81
uproarous	-0.51
uproarously	-0.71
uproot	-0.21
upset	-0.11
upseting	-0.41
upsets	-0.21
upsetting	-0.51
upsettingly	-0.71
urgent	-0.21
useless	-0.31
usurp	-0.11
usurper	-0.31
utterly	-0.31
vagrant	-0.31
vague	-0.11
vagueness	-0.51
vain	-0.01
vainly	-0.21
vanity	-0.21
vehement	-0.41
vehemently	-0.61
vengeance	-0.51
vengeful	-0.41
vengefully	-0.61
vengefulness	-0.81
venom	-0.11
venomous	-0.41
venomously	-0.61
vent	-0.01
vestiges	-0.41
vex	0
vexation	-0.41
vexing	-0.21
vexingly	-0.41
vibrate	-0.31
vibrated	-0.41
vibrates	-0.41
vibrating	-0.51
vibration	-0.51
vice	-0.01
vicious	-0.31
viciously	-0.51
viciousness	-0.71
victimize	-0.51
vile	-0.01
vileness	-0.41
vilify	-0.21
villainous	-0.61
villainously	-0.81
villains	-0.41
villian	-0.31
villianous	-0.61
villianously	-0.81
villify	-0.31
vindictive	-0.61
vindictively	-0.81
vindictiveness	-1.01
violate	-0.31
violation	-0.51
violator	-0.41
violators	-0.51
violent	-0.31
violently	-0.51
viper	-0.11
virulence	-0.51
virulent	-0.41
virulently	-0.61
virus	-0.11
vociferous	-0.61
vociferously	-0.81
volatile	-0.41
volatility	-0.61
vomit	-0.11
vomited	-0.31
vomiting	-0.41
vomits	-0.21
vulgar	-0.21
vulnerable	-0.61
wack	-0.01
wail	-0.01
wallow	-0.21
wane	-0.01
waning	-0.21
wanton	-0.21
war-like	-0.41
warily	-0.21
wariness	-0.41
warlike	-0.31
warned	-0.21
warning	-0.31
warp	-0.01
warped	-0.21
wary	-0.01
washed-out	-0.61
waste	-0.11
wasted	-0.21
wasteful	-0.41
wastefulness	-0.81
wasting	-0.31
water-down	-0.61
watered-down	-0.81
wayward	-0.31
weak	-0.01
weaken	-0.21
weakening	-0.51
weaker	-0.21
weakness	-0.41
weaknesses	-0.61
weariness	-0.51
wearisome	-0.51
weary	-0.11
wedge	-0.11
weed	-0.01
weep	-0.01
weird	-0.11
weirdly	-0.31
wheedle	-0.31
whimper	-0.31
whine	-0.11
whining	-0.31
whiny	-0.11
whips	-0.11
whore	-0.11
whores	-0.21
wicked	-0.21
wickedly	-0.41
wickedness	-0.61
wild	-0.01
wildly	-0.21
wiles	-0.11
wilt	-0.01
wily	-0.01
wimpy	-0.11
wince	-0.11
wobble	-0.21
wobbled	-0.31
wobbles	-0.31
woe	0
woebegone	-0.51
woeful	-0.21
woefully	-0.41
womanizer	-0.51
womanizing	-0.61
worn	-0.01
worried	-0.31
worriedly	-0.51
worrier	-0.31
worries	-0.31
worrisome	-0.51
worry	-0.11
worrying	-0.41
worryingly	-0.61
worse	-0.11
worsen	-0.21
worsening	-0.51
worst	-0.11
worthless	-0.51
worthlessly	-0.71
worthlessness	-0.91
wound	-0.11
wounds	-0.21
wrangle	-0.31
wrath	-0.11
wreak	-0.11
wreaked	-0.31
wreaks	-0.21
wreck	-0.11
wrest	-0.11
wrestle	-0.31
wretch	-0.21
wretched	-0.41
wretchedly	-0.61
wretchedness	-0.81
wrinkle	-0.31
wrinkled	-0.41
wrinkles	-0.41
wrip	-0.01
wripped	-0.31
wripping	-0.41
writhe	-0.21
wrong	-0.11
wrongful	-0.41
wrongly	-0.31
wrought	-0.31
yawn	-0.01
zap	0
zapped	-0.21
zaps	-0.01
zealot	-0.21
zealous	-0.31
zealously	-0.51
zombie	-0.21
